payment_id,enrollment_id,payment_date,amount_paid,payment_status
P2964,E02964,28/05/2024 01:48:51,2616.8,Successful
P2965,E02965,2024-02-23 15:42:58,1999.0,Successful
P2966,E02966,2022-04-13 19:18:06,848.3,successful
P2967,E02967,04/05/2022 08:14:27,3271.0,Successful
P2968,E02968,14/08/2022 23:16:18,719.1,Success
P2969,E02969,12-14-2023 04:12:31,1719.14,Successful
P2970,E02970,2024-02-18 17:47:16,3899.0,Successful
P2971,E02971,04/02/2025 21:16:42,1319.12,Successful
P2972,E02972,22/12/2024 08:06:51,3899.0,Success
P2973,E02973,2022-06-28 05:05:03,2729.3,Successful
P2974,E02974,08/03/2023 06:00:19,3033.0,successful
P2975,E02975,2022-01-30 07:18:16,1784.15,Successful
P2976,E02976,16/01/2022 05:46:30,3271.0,Successful
P2977,E02977,2023-07-02 20:35:45,2845.77,Successful
P2978,E02978,08/04/2023 03:21:46,2199.0,Successful
P2979,E02979,2023-08-02 11:13:14,1614.05,Successful
P2980,E02980,2022-09-04 15:35:05,3199.0,Successful
P2981,E02981,2022-08-08 05:11:29,1499.0,Successful
P2982,E02982,2022-07-28 11:11:55,1899.0,Successful
P2983,E02983,21/07/2022 00:29:19,599.0,Successful
P2984,E02984,2023-11-10 20:05:39,2699.0,Successful
P2985,E02985,2025-02-13 10:43:00,2399.0,Successful
P2986,E02986,2024-08-25,1199.0,Successful
P2987,E02987,2022-07-11 16:25:28,1099.0,Successful
P2988,E02988,2023-02-14 04:06:32,2999.0,Successful
P2989,E02989,2023-07-03 21:58:23,1715.22,Successful
P2990,E02990,02/04/2023 10:55:09,3431.12,Successful
P2991,E02991,13/02/2024 04:21:24,2799.0,Successful
P2992,E02992,2023-01-28,3199.0,Successful
P2993,E02993,2022-04-08 16:16:17,3316.0,successful
P2994,E02994,27/11/2023 11:29:08,1071.33,Successful
P2995,E02995,2024-02-15 08:32:07,2700.39,Successful
P2996,E02996,2024-02-01 17:46:14,3009.0,Successful
P2997,E02997,2024-12-19,999.0,Successful
P2998,E02998,15/08/2022 18:18:44,1499.0,Successful
P2999,E02999,07-04-2023 05:43:54,1077.0,Successful
P3000,E03000,2024-09-16 14:21:57,1245.11,Successful
P3001,E03001,2024-01-11 00:54:24,916.64,Success
P3002,E03002,2023-08-31 14:29:43,2183.09,Successful
P3003,E03003,10-07-2024 15:51:09,1799.0,Successful
P3004,E03004,25/10/2022 06:20:35,2807.28,successful
P3005,E03005,2022-08-19 08:29:50,2493.14,Successful
P3006,E03006,2023-02-23 03:36:47,2527.21,Successful
P3007,E03007,2022-07-17 19:15:34,3470.11,Successful
P3008,E03008,05/06/2022 14:26:33,491.18,Successful
P3009,E03009,2022-12-17 15:42:20,1999.0,Successful
P3010,E03010,2022-11-11 03:37:36,459.08,Successful
P3011,E03011,2023-04-03 20:28:39,3918.0,Successful
P3012,E03012,04-05-2022 21:35:51,2708.1,Successful
P3013,E03013,2023-04-09,1626.0,Successful
P3014,E03014,04/03/2022 21:03:00,2313.11,Successful
P3015,E03015,23/04/2024 15:02:31,2911.09,Successful
P3016,E03016,04-28-2023 20:25:30,2848.23,Success
P3017,E03017,2024-09-07 22:19:01,1869.15,Successful
P3018,E03018,18/04/2023 08:53:13,599.0,Successful
P3019,E03019,2022-02-16 10:53:13,985.15,Successful
P3020,E03020,2022-08-19 19:21:48,2871.87,Successful
P3021,E03021,28/01/2025 02:54:07,2867.0,Successful
P3022,E03022,2022-10-04 14:59:42,2580.11,Successful
P3023,E03023,09/01/2023 14:39:22,2302.85,Successful
P3024,E03024,2024-07-24,1499.0,Successful
P3025,E03025,07-28-2023 23:50:06,1547.14,Successful
P3026,E03026,2022-04-18,674.25,successful
P3027,E03027,2023-06-27 06:52:13,1703.29,Successful
P3028,E03028,2023-01-28 12:06:52,3039.05,Successful
P3029,E03029,2024-08-20,2399.0,Successful
P3030,E03030,2024-01-26 08:14:04,3587.08,Success
P3031,E03031,19/06/2022 23:16:38,2323.17,Successful
P3032,E03032,04-10-2024 16:08:43,1637.09,Successful
P3033,E03033,2023-01-09,455.24,Successful
P3034,E03034,2024-07-01,2199.0,Successful
P3035,E03035,08/09/2024 18:14:04,2399.0,Successful
P3036,E03036,11-21-2024 19:30:39,495.93,Successful
P3037,E03037,2025-01-11 21:51:05,2924.25,Successful
P3038,E03038,08/03/2023 22:06:07,3911.0,successful
P3039,E03039,2022-10-31 06:50:49,868.21,Successful
P3040,E03040,19/04/2024 06:47:51,980.07,Successful
P3041,E03041,2023-03-22,1596.0,successful
P3042,E03042,2023-02-05 20:59:08,2399.0,Successful
P3043,E03043,2023-02-07 23:59:01,2999.0,Success
P3044,E03044,2022-09-22 14:29:38,2159.1,Successful
P3045,E03045,2023-07-16,2099.0,Successful
P3046,E03046,2022-07-14 06:43:23,2499.0,Successful
P3047,E03047,2022-04-25 22:47:47,791.12,Successful
P3048,E03048,2022-07-14 01:52:03,799.0,Successful
P3049,E03049,10/01/2024 08:47:36,1149.12,Successful
P3050,E03050,2024-11-01 14:50:48,1849.26,Successful
P3051,E03051,05-20-2024 10:38:13,2199.0,Successful
P3052,E03052,03-08-2023 15:19:36,2999.0,Success
P3053,E03053,23/01/2025 03:02:05,999.0,Successful
P3054,E03054,06-05-2024 12:50:11,1052.19,Successful
P3055,E03055,2024-04-18 01:29:39,2751.14,Successful
P3056,E03056,2023-12-02 09:07:20,1799.1,Successful
P3057,E03057,05-20-2023 17:16:47,1859.07,Successful
P3058,E03058,12/02/2023 03:57:27,1999.0,Successful
P3059,E03059,2022-05-04,711.11,Successful
P3060,E03060,08-20-2022 15:05:32,3450.0,Success
P3061,E03061,03/10/2023 13:17:48,2159.1,Successful
P3062,E03062,2024-05-12 22:11:33,1117.14,Successful
P3063,E03063,2022-08-16 15:31:42,893.91,Successful
P3064,E03064,2023-06-30 22:10:14,2447.28,Successful
P3065,E03065,2023-09-17,599.0,Successful
P3066,E03066,2023-03-12 10:40:47,549.0,Successful
P3067,E03067,2024-09-07 12:27:12,3016.02,Successful
P3068,E03068,2022-07-03 08:22:33,1199.0,Successful
P3069,E03069,2024-12-19 12:38:41,2199.0,Successful
P3070,E03070,21/11/2023 03:59:36,401.33,Successful
P3071,E03071,23/11/2022 19:04:01,1043.42,Successful
P3072,E03072,2023-04-02 09:26:15,3666.0,Successful
P3073,E03073,2022-09-26 03:14:24,799.0,Successful
P3074,E03074,2024-05-27 22:07:01,1799.0,Successful
P3075,E03075,08-12-2023 22:07:46,2967.0,successful
P3076,E03076,2023-02-12 01:21:02,3368.7,Successful
P3077,E03077,05-09-2023 12:55:24,3111.4,Successful
P3078,E03078,01/05/2022 23:31:51,1758.63,Successful
P3079,E03079,2023-08-07 09:35:38,1538.19,Successful
P3080,E03080,2024-11-29 02:45:00,1974.73,successful
P3081,E03081,2022-03-11 03:06:45,3495.86,Successful
P3082,E03082,2024-07-19 19:16:34,1399.0,Successful
P3083,E03083,25/07/2023 20:23:04,998.0,Successful
P3084,E03084,2024-02-08 19:38:04,1499.0,successful
P3085,E03085,09-24-2022 00:52:14,3604.0,Successful
P3086,E03086,2025-02-12 06:11:16,2149.14,successful
P3087,E03087,03/08/2022 14:50:19,2399.0,successful
P3088,E03088,2022-01-27,2069.1,Successful
P3089,E03089,31/03/2023 14:42:25,2199.0,successful
P3090,E03090,2022-02-25 10:33:04,1701.9,Successful
P3091,E03091,2023-05-19,1099.0,Successful
P3092,E03092,2024-10-29,1259.3,Successful
P3093,E03093,2024-02-07 15:17:21,599.0,Successful
P3094,E03094,2023-06-19 20:13:58,1511.16,Successful
P3095,E03095,2023-08-01 18:12:01,2099.0,successful
P3096,E03096,2022-01-29,1799.0,Successful
P3097,E03097,10/10/2024 23:09:02,1999.0,Successful
P3098,E03098,2022-07-03 09:15:55,2760.51,Successful
P3099,E03099,2024-07-16 10:10:02,2799.0,Successful
P3100,E03100,2022-10-14,2088.0,Successful
P3101,E03101,2022-07-08 18:37:41,2867.0,successful
P3102,E03102,08/03/2022 08:17:47,1499.0,Successful
P3103,E03103,2022-01-28 10:02:41,1352.0,Successful
P3104,E03104,25/08/2023 12:32:33,3494.7,Successful
P3105,E03105,29/06/2023 02:59:17,650.4,Successful
P3106,E03106,2023-01-31 14:01:00,2099.0,Successful
P3107,E03107,10/05/2024 04:04:12,1611.0,Successful
P3108,E03108,10-16-2022 19:27:38,629.3,successful
P3109,E03109,2023-05-15,1080.08,Successful
P3110,E03110,02/01/2024 15:39:05,371.38,Successful
P3111,E03111,2022-12-17 05:37:34,3399.0,Successful
P3112,E03112,19/01/2024 12:28:20,1037.0,Successful
P3113,E03113,10-06-2023 09:08:30,1869.15,Successful
P3114,E03114,2024-08-16 00:18:27,1099.0,Successful
P3115,E03115,02-27-2024 20:30:29,1499.0,Successful
P3116,E03116,2024-04-09 05:32:57,3199.0,successful
P3117,E03117,2024-05-21 00:57:30,1399.0,Successful
P3118,E03118,09-16-2023 06:41:54,1779.11,successful
P3119,E03119,2022-01-15 08:43:10,830.68,Successful
P3120,E03120,07-14-2023 09:33:44,2599.0,successful
P3121,E03121,2022-03-16 21:42:05,2499.0,successful
P3122,E03122,30/03/2022 00:51:42,1093.0,successful
P3123,E03123,2023-08-08,2199.0,successful
P3124,E03124,2022-07-21 09:30:49,1099.0,Successful
P3125,E03125,2024-08-16,3399.0,successful
P3126,E03126,2024-10-31 09:06:32,1923.26,Successful
P3127,E03127,2022-12-09 10:40:02,3399.0,Success
P3128,E03128,16/01/2022 07:55:33,1596.0,Successful
P3129,E03129,2023-09-14 05:16:03,461.23,Successful
P3130,E03130,2022-07-26,2225.68,Successful
P3131,E03131,22/10/2023 20:31:02,2826.44,Successful
P3132,E03132,2023-12-30 08:40:36,351.12,Successful
P3133,E03133,2024-04-29 19:19:16,2074.17,Successful
P3134,E03134,27/06/2023 06:03:40,1054.56,successful
P3135,E03135,2022-04-19 09:20:40,3704.05,Successful
P3136,E03136,2024-11-17 15:09:28,2499.0,successful
P3137,E03137,2024-09-18 17:22:17,1124.25,Successful
P3138,E03138,03/03/2024 15:14:32,1352.0,Successful
P3139,E03139,2022-08-10 14:57:31,1143.12,Successful
P3140,E03140,2025-01-23 20:09:55,1699.0,Success
P3141,E03141,2022-12-16 22:05:51,2783.13,Successful
P3142,E03142,01/08/2024 22:17:12,399.0,Successful
P3143,E03143,05-15-2022 20:11:17,2199.0,Successful
P3144,E03144,2023-09-15 23:23:12,1864.48,Successful
P3145,E03145,01-22-2024 12:55:03,1799.0,Successful
P3146,E03146,01/05/2023 06:12:14,2483.0,Successful
P3147,E03147,2024-06-19,591.26,Successful
P3148,E03148,01-18-2022 13:36:54,2099.0,Successful
P3149,E03149,2023-02-18 12:35:01,2915.0,Successful
P3150,E03150,05/01/2025 16:00:07,2463.93,Successful
P3151,E03151,30/12/2022 21:01:22,3899.0,successful
P3152,E03152,14/02/2024 08:52:54,2400.0,Successful
P3153,E03153,2024-12-22 22:36:53,2499.0,Successful
P3154,E03154,14/06/2023 02:39:48,2436.95,Successful
P3155,E03155,01-17-2022 03:34:48,678.0,successful
P3156,E03156,2022-03-24 23:54:08,1230.32,successful
P3157,E03157,2024-03-27 19:51:27,2617.83,successful
P3158,E03158,2024-12-16 19:35:14,2463.12,Successful
P3159,E03159,2024-07-19 10:06:35,2299.0,Successful
P3160,E03160,22/03/2024 10:12:17,3144.5,Successful
P3161,E03161,27/08/2022 08:42:39,1891.0,successful
P3162,E03162,2022-07-16 20:01:17,3495.86,Successful
P3163,E03163,2024-01-21 20:06:47,1999.0,Successful
P3164,E03164,2023-09-30 12:19:04,2499.0,Successful
P3165,E03165,2022-01-13 20:04:03,2114.64,Successful
P3166,E03166,2025-01-10 14:47:13,1897.27,Successful
P3167,E03167,2022-10-29,1553.26,Successful
P3168,E03168,2024-09-24 03:32:27,3499.0,Successful
P3169,E03169,04-26-2024 01:30:54,3117.04,Successful
P3170,E03170,09-02-2024 20:50:30,1199.0,Successful
P3171,E03171,2022-12-18,3699.0,Successful
P3172,E03172,2023-09-15 15:06:35,3911.0,Successful
P3173,E03173,2023-10-30 00:46:11,552.84,Successful
P3174,E03174,2023-03-08 20:09:05,2937.89,Successful
P3175,E03175,2023-04-21 20:50:29,2515.0,Successful
P3176,E03176,2022-10-30 10:23:29,932.88,Successful
P3177,E03177,2023-12-17 09:41:39,2099.0,Successful
P3178,E03178,2023-08-04 04:59:36,2399.0,Successful
P3179,E03179,2023-05-03,2583.24,Successful
P3180,E03180,12/08/2024 08:13:52,2456.0,Successful
P3181,E03181,07-28-2022 08:56:13,835.24,successful
P3182,E03182,2025-01-26 21:39:35,1596.0,Successful
P3183,E03183,2024-03-07 21:16:50,2287.12,Successful
P3184,E03184,2024-03-21 21:21:16,678.0,Successful
P3185,E03185,2024-05-23 07:04:30,1699.0,Successful
P3186,E03186,22/02/2024 16:36:01,678.0,Successful
P3187,E03187,2022-01-30,1244.17,Successful
P3188,E03188,09-13-2023 20:12:33,1234.05,Successful
P3189,E03189,2025-01-27 17:48:10,2099.0,Successful
P3190,E03190,2023-12-24 12:38:08,1889.1,Successful
P3191,E03191,18/06/2024 20:37:18,1331.26,Successful
P3192,E03192,2024-06-06,2821.17,successful
P3193,E03193,2022-02-05 17:17:17,1891.0,Successful
P3194,E03194,2023-07-10 04:07:00,870.02,Successful
P3195,E03195,2022-02-02 06:05:33,3699.0,Success
P3196,E03196,2023-11-14 12:18:37,1899.0,Successful
P3197,E03197,2023-05-20 00:15:54,998.0,Successful
P3198,E03198,09-28-2023 11:14:43,2295.18,Successful
P3199,E03199,27/08/2023 11:26:52,1690.11,Successful
P3200,E03200,2025-01-11 21:36:54,887.26,successful
P3201,E03201,2024-12-22 04:02:31,1565.13,Successful
P3202,E03202,2022-04-08 04:43:49,999.0,Successful
P3203,E03203,07/04/2024 07:28:14,2599.0,Successful
P3204,E03204,12/01/2022 00:40:26,1799.28,successful
P3205,E03205,2022-09-03,3572.36,Successful
P3206,E03206,11-20-2022 22:08:37,2169.38,Successful
P3207,E03207,07/02/2024 06:26:53,2397.0,Successful
P3208,E03208,19/11/2024 16:58:37,3402.57,successful
P3209,E03209,2023-09-07,2499.0,Successful
P3210,E03210,2022-12-07,2099.0,Successful
P3211,E03211,2023-03-27 05:51:02,1367.24,Successful
P3212,E03212,04/10/2022 10:56:25,1596.0,Successful
P3213,E03213,2022-02-08,1499.0,Successful
P3214,E03214,10-05-2022 23:38:44,1199.0,Successful
P3215,E03215,2023-07-09 13:27:35,2799.0,Successful
P3216,E03216,22/03/2024 05:24:09,1596.0,Successful
P3217,E03217,2022-02-07,1596.0,Successful
P3218,E03218,28/08/2022 01:56:44,945.14,successful
P3219,E03219,17/06/2024 17:47:22,764.15,Successful
P3220,E03220,2023-07-26 11:34:55,3421.48,Successful
P3221,E03221,27/03/2022 12:59:42,998.0,successful
P3222,E03222,30/03/2023 00:26:16,2937.89,Successful
P3223,E03223,2023-08-10 06:41:30,2399.0,successful
P3224,E03224,19/08/2023 14:56:56,3899.0,Successful
P3225,E03225,15/04/2023 16:51:14,3431.12,Successful
P3226,E03226,01-14-2022 13:32:42,1486.14,Successful
P3227,E03227,2022-09-18,3450.0,Successful
P3228,E03228,2023-12-01,1799.1,successful
P3229,E03229,29/03/2024 23:20:09,1471.08,successful
P3230,E03230,2022-11-22 18:03:48,1053.38,Successful
P3231,E03231,2022-03-02 20:41:42,3199.0,Successful
P3232,E03232,10/07/2024 15:46:27,1254.0,Successful
P3233,E03233,23/06/2024 10:14:43,2024.25,successful
P3234,E03234,2023-05-20 22:59:02,2284.0,Successful
P3235,E03235,2023-10-26 23:06:49,2441.34,Successful
P3236,E03236,26/06/2022 23:23:04,1385.23,successful
P3237,E03237,03/05/2023 23:56:37,1099.0,Successful
P3238,E03238,2022-03-24 03:11:51,869.13,Successful
P3239,E03239,2023-10-10 09:27:11,1699.0,Success
P3240,E03240,2024-07-10 07:03:56,3399.0,Successful
P3241,E03241,07-30-2022 17:45:40,399.0,Successful
P3242,E03242,07-29-2024 01:16:12,3299.0,Successful
P3243,E03243,16/03/2022 01:37:08,3299.0,Successful
P3244,E03244,03/07/2022 19:11:45,2399.0,successful
P3245,E03245,2024-05-08 03:29:53,1352.0,Successful
P3246,E03246,2023-05-03 03:48:05,449.1,Successful
P3247,E03247,02-11-2023 12:44:11,3174.38,Successful
P3248,E03248,2023-04-01 11:07:07,999.0,Successful
P3249,E03249,2025-01-16 18:39:16,1739.0,Successful
P3250,E03250,2023-06-09 19:14:53,2591.19,Successful
P3251,E03251,2023-08-16 02:23:10,1799.0,successful
P3252,E03252,2022-03-28 06:42:58,1499.0,Successful
P3253,E03253,2024-05-23 06:54:21,1583.12,Successful
P3254,E03254,25/02/2024 20:31:03,3399.0,Successful
P3255,E03255,2024-07-05,1519.05,Successful
P3256,E03256,13/07/2024 20:27:35,3199.0,Successful
P3257,E03257,2022-03-13 06:21:13,3999.0,Successful
P3258,E03258,06-26-2022 01:34:26,1007.16,Successful
P3259,E03259,05/07/2023 02:29:13,1169.1,Successful
P3260,E03260,10-11-2022 05:05:00,3457.09,Successful
P3261,E03261,17/11/2023 04:22:21,1409.06,successful
P3262,E03262,11-05-2023 01:54:33,694.79,Successful
P3263,E03263,03/01/2022 07:27:25,1997.26,Successful
P3264,E03264,15/07/2023 20:40:13,1547.14,successful
P3265,E03265,2022-10-24 15:15:52,2409.73,Successful
P3266,E03266,2022-07-06,3012.0,Success
P3267,E03267,25/01/2025 03:05:53,3911.0,Successful
P3268,E03268,17/05/2024 22:48:08,2284.0,Successful
P3269,E03269,30/12/2024 03:17:05,1299.0,Successful
P3270,E03270,30/06/2022 10:45:58,419.3,Successful
P3271,E03271,2022-07-12 02:19:13,650.07,Successful
P3272,E03272,19/11/2023 23:20:29,3271.0,Successful
P3273,E03273,29/04/2024 05:08:23,2299.0,successful
P3274,E03274,2024-03-29,1439.1,successful
P3275,E03275,10/02/2025 15:00:53,2999.0,Successful
P3276,E03276,12-18-2022 18:49:09,1499.0,Successful
P3277,E03277,2024-01-19 04:11:31,3499.0,Successful
P3278,E03278,18/12/2024 22:54:22,3399.0,Successful
P3279,E03279,24/08/2023 19:13:08,2738.19,Success
P3280,E03280,2022-01-19,1891.14,Successful
P3281,E03281,2025-02-06 06:51:24,2799.0,successful
P3282,E03282,2022-01-08 22:08:28,944.37,Successful
P3283,E03283,2025-01-09,1701.26,Successful
P3284,E03284,2024-11-27 03:42:24,1409.2,successful
P3285,E03285,2022-11-27 00:15:14,676.0,Successful
P3286,E03286,21/06/2022 10:20:40,639.2,Successful
P3287,E03287,19/12/2024 09:24:19,2063.14,Successful
P3288,E03288,23/10/2024 23:55:29,1055.34,Successful
P3289,E03289,2022-12-18,3199.0,Successful
P3290,E03290,2024-06-25 16:40:02,2481.27,Successful
P3291,E03291,2024-03-07 06:30:53,2417.07,Successful
P3292,E03292,2022-12-13 19:11:05,3009.0,successful
P3293,E03293,26/02/2022 00:49:00,2470.16,Successful
P3294,E03294,01/07/2022 16:39:12,3229.15,Successful
P3295,E03295,2023-01-08 05:26:53,2559.36,Successful
P3296,E03296,2023-12-15,2599.0,successful
P3297,E03297,2024-01-21,2699.0,Successful
P3298,E03298,2022-03-30,2350.94,Successful
P3299,E03299,2024-09-24,2499.0,Successful
P3300,E03300,10-23-2023 09:30:28,1919.2,Successful
P3301,E03301,2022-02-28,1349.1,Successful
P3302,E03302,2022-06-14 21:42:03,1959.3,successful
P3303,E03303,05-17-2022 15:27:11,3093.09,Successful
P3304,E03304,2024-02-20 17:15:36,3899.0,successful
P3305,E03305,2022-05-27 13:02:05,3204.0,Successful
P3306,E03306,19/07/2024 11:03:45,3299.0,Successful
P3307,E03307,2022-03-11 07:12:08,3127.08,Successful
P3308,E03308,01/10/2024 16:42:02,1859.07,Successful
P3309,E03309,15/06/2022 07:50:58,419.3,Successful
P3310,E03310,16/02/2022 08:24:56,1992.0,Successful
P3311,E03311,01/07/2022 18:24:35,2799.0,Successful
P3312,E03312,08-17-2024 04:39:38,3419.1,Success
P3313,E03313,09-08-2024 11:39:31,599.0,Successful
P3314,E03314,2022-03-23 17:48:55,2199.0,successful
P3315,E03315,2023-11-17 09:58:00,3033.0,Successful
P3316,E03316,06-17-2023 03:55:32,789.21,successful
P3317,E03317,2023-05-06 17:28:47,1199.0,Successful
P3318,E03318,07/01/2025 03:19:31,2049.11,Successful
P3319,E03319,04/07/2024 04:08:13,1799.0,Successful
P3320,E03320,13/04/2024 19:37:18,1595.24,Successful
P3321,E03321,06/08/2022 03:57:51,1399.0,Successful
P3322,E03322,04/10/2022 13:28:42,2399.0,Successful
P3323,E03323,2024-01-13 07:35:12,2245.6,Successful
P3324,E03324,2022-12-07 15:08:42,1799.0,Successful
P3325,E03325,02-12-2022 05:32:34,1911.4,Successful
P3326,E03326,2024-08-15 08:50:09,999.0,Successful
P3327,E03327,2023-11-10 09:25:06,1499.0,Successful
P3328,E03328,2022-03-07,1785.06,Successful
P3329,E03329,2023-05-03 07:19:58,3181.14,Successful
P3330,E03330,13/09/2022 23:02:20,3494.7,Successful
P3331,E03331,06-02-2022 10:44:07,935.28,Successful
P3332,E03332,01/10/2024 20:46:28,2599.0,Successful
P3333,E03333,20/09/2024 23:35:07,3005.53,Successful
P3334,E03334,02/04/2024 10:37:21,1999.0,Successful
P3335,E03335,2024-07-15 22:25:21,1868.11,Successful
P3336,E03336,24/08/2022 07:46:02,2399.0,Successful
P3337,E03337,2022-07-05 02:03:11,3204.0,Successful
P3338,E03338,2024-08-16 10:04:32,2284.0,Successful
P3339,E03339,2024-05-13,2099.0,Successful
P3340,E03340,20/11/2023 20:54:50,433.38,Successful
P3341,E03341,11/05/2022 11:38:40,1093.0,Successful
P3342,E03342,20/02/2024 04:08:31,1935.12,Successful
P3343,E03343,06-17-2022 11:34:32,2049.18,Successful
P3344,E03344,2023-12-06 01:15:56,2499.0,Successful
P3345,E03345,07/10/2023 16:19:37,2185.04,Successful
P3346,E03346,11/10/2023 12:42:33,2969.1,Successful
P3347,E03347,06/09/2022 01:20:41,3699.0,Successful
P3348,E03348,2023-08-18 20:10:33,1056.6,Successful
P3349,E03349,06-23-2024 23:49:22,1715.22,Successful
P3350,E03350,2023-03-03 06:48:53,1166.22,Successful
P3351,E03351,26/05/2022 11:38:39,3477.06,Successful
P3352,E03352,08/03/2023 15:06:07,2999.0,successful
P3353,E03353,20/05/2023 17:41:20,1299.0,Successful
P3354,E03354,2023-08-03 10:56:17,409.18,Successful
P3355,E03355,2024-12-24 15:43:34,1601.11,Successful
P3356,E03356,2022-01-19,1699.0,Success
P3357,E03357,2022-08-23 23:19:50,1299.0,successful
P3358,E03358,12-31-2024 03:50:03,2699.0,Successful
P3359,E03359,12-22-2023 02:01:39,2799.0,Successful
P3360,E03360,2024-03-28 17:30:07,1579.21,Successful
P3361,E03361,11-26-2023 15:39:30,2051.46,Successful
P3362,E03362,2023-02-28 06:07:29,1538.19,Successful
P3363,E03363,2023-09-23 14:00:33,2899.0,Successful
P3364,E03364,21/01/2024 15:20:26,909.09,successful
P3365,E03365,2023-05-20 08:27:26,2099.0,Successful
P3366,E03366,2024-01-22 20:57:31,2515.0,Successful
P3367,E03367,2023-05-09 07:25:26,868.21,Successful
P3368,E03368,2024-04-28 10:30:22,2599.0,Successful
P3369,E03369,2022-12-30 05:08:29,3883.0,Successful
P3370,E03370,2024-02-21,1299.0,successful
P3371,E03371,2023-09-19 10:05:55,2499.0,Successful
P3372,E03372,2022-02-05 00:46:32,999.0,Successful
P3373,E03373,2023-10-07 20:19:43,3173.0,Successful
P3374,E03374,11-14-2023 11:48:46,3120.48,Successful
P3375,E03375,22/11/2023 15:34:37,615.38,Successful
P3376,E03376,2024-06-09 13:08:44,2484.0,Successful
P3377,E03377,2022-05-08,1099.0,successful
P3378,E03378,2024-03-14 06:39:36,2456.0,successful
P3379,E03379,16/05/2022 00:51:00,2184.05,successful
P3380,E03380,2024-02-11 04:43:34,2168.0,successful
P3381,E03381,21/07/2024 07:01:38,2199.8,Successful
P3382,E03382,2023-10-14 10:03:31,3399.0,Successful
P3383,E03383,2023-03-17 00:47:58,1999.0,Successful
P3384,E03384,31/07/2022 13:00:00,3399.0,Successful
P3385,E03385,2023-09-25 04:46:42,2199.0,Successful
P3386,E03386,2023-03-20 08:04:53,1637.09,Successful
P3387,E03387,01-08-2025 03:34:42,1713.27,Successful
P3388,E03388,2023-01-27 19:23:13,2001.09,Successful
P3389,E03389,2024-04-21 09:24:39,1583.12,Successful
P3390,E03390,2023-02-24,2199.0,Success
P3391,E03391,04/12/2023 15:15:34,2515.0,Successful
P3392,E03392,2023-09-07 03:32:32,1175.16,Successful
P3393,E03393,29/06/2023 17:58:54,2157.17,Successful
P3394,E03394,2024-09-11 23:39:33,850.34,Successful
P3395,E03395,2024-04-20 09:59:10,1957.11,Successful
P3396,E03396,09-15-2022 11:03:48,3999.0,successful
P3397,E03397,2023-03-11 08:41:32,2483.0,Successful
P3398,E03398,23/10/2023 06:55:50,2545.33,Successful
P3399,E03399,2022-01-19 12:55:57,699.0,successful
P3400,E03400,2023-09-27 01:49:17,3218.13,Successful
P3401,E03401,2023-04-01 21:05:29,998.0,successful
P3402,E03402,09-10-2023 10:21:03,2899.0,Successful
P3403,E03403,2024-10-31 02:32:05,729.27,Successful
P3404,E03404,2023-08-06 07:22:40,2013.92,Successful
P3405,E03405,2025-02-05,2557.65,Successful
P3406,E03406,20/12/2022 16:14:05,1295.19,successful
P3407,E03407,21/02/2022 10:17:11,2207.08,Successful
P3408,E03408,11-10-2023 22:07:16,610.0,Successful
P3409,E03409,2022-07-26 21:23:31,1949.22,Successful
P3410,E03410,2022-12-01 19:18:23,3883.0,Successful
P3411,E03411,2023-03-26 15:11:29,1899.0,Successful
P3412,E03412,2024-02-02 05:16:01,3999.0,Successful
P3413,E03413,2022-06-01 00:53:37,2475.75,Successful
P3414,E03414,2024-04-17,2547.09,successful
P3415,E03415,03/08/2022 09:22:53,2899.0,Successful
P3416,E03416,12/05/2023 16:16:46,3399.0,Successful
P3417,E03417,2022-07-11 16:16:41,599.0,successful
P3418,E03418,2022-04-20 09:16:35,2499.0,Successful
P3419,E03419,2023-12-10 11:53:15,3014.35,Successful
P3420,E03420,2022-02-09 03:32:20,1899.0,Successful
P3421,E03421,2022-08-16 12:00:12,3301.0,Successful
P3422,E03422,04-17-2024 01:44:28,1124.25,Successful
P3423,E03423,2024-03-01 22:01:58,2499.0,Successful
P3424,E03424,2022-11-19 00:36:13,2799.0,Successful
P3425,E03425,2024-10-02 11:35:30,3675.0,Successful
P3426,E03426,2022-06-20 04:47:40,2624.04,Successful
P3427,E03427,16/10/2022 06:33:55,1228.92,Successful
P3428,E03428,2024-08-28 08:55:49,1616.23,Successful
P3429,E03429,01-29-2023 23:51:08,1352.0,successful
P3430,E03430,01-30-2023 13:46:42,1999.0,Success
P3431,E03431,2022-05-23 22:05:23,1478.13,Successful
P3432,E03432,09/01/2023 18:11:58,3079.23,successful
P3433,E03433,08/03/2024 16:17:13,2313.11,Successful
P3434,E03434,2024-01-11 18:25:18,710.21,Successful
P3435,E03435,2022-09-04 20:35:04,3699.0,Successful
P3436,E03436,2022-10-20 02:16:26,1479.26,Successful
P3437,E03437,2022-11-03,3056.04,Successful
P3438,E03438,2022-06-08 21:32:18,1064.29,Successful
P3439,E03439,11/02/2022 21:31:23,2903.12,successful
P3440,E03440,12-05-2024 00:31:27,2911.19,Successful
P3441,E03441,13/02/2023 12:23:23,1899.0,Successful
P3442,E03442,11/02/2025 07:19:43,3377.0,Successful
P3443,E03443,08/09/2024 03:20:37,2183.09,Successful
P3444,E03444,08-23-2023 19:36:45,1481.22,Successful
P3445,E03445,23/02/2022 20:48:21,1999.0,Successful
